Harness #,Shipped,Requested,Type,AWG,Wire Lot,Length (Meters),Cut,Cutter,Stripped,Stripper,45pin paddle code,15pin paddle code,Soldered,Solder,Solderer,Continuity + shorts,OK/NG,Repairs,Cleaned,Continuity,OK/NG,Repairs,Epoxy,Epoxy type,Epoxier,Continuity + shorts,OK/NG,Repairs,Lashing,Continuity + shorts,OK/NG,Visual inspection,Turned over,Repaired,Visual inspection 2,weeknum,Turned over 2,Notes,week of completion,,,,,,,,,,
778,03-31-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,06-29-24,Sn63Pb37,Lucciana,07-01-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
779,03-31-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,06-29-24,Sn63Pb37,Lucciana,07-01-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
780,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Ronnie,07-01-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,"Trimmed epoxy, continuity passed, concerned about wires poking through epoxy on bb15, 7/25: Swabbed by Ronnie for visual inspection.  Added missing lashings, 1/09/25  DC.",,,,,,,,,,,
781,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Ronnie,07-01-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
782,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Ronnie,07-01-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
783,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Ronnie,07-02-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
784,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Ronnie,07-02-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
785,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Lucciana,07-02-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
786,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-25-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Lucciana,07-02-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
787,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-25-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-01-24,Sn63Pb37,Lucciana,07-02-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
788,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-25-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-02-24,Sn63Pb37,Lucciana,07-02-24,OK ,,,,,,07-02-24,UR6060,Lucciana,07-02-24,OK ,,07-02-24,07-03-24,OK ,,07-03-24,2025-01-09,  OK 1/9/2025 DC,11,1/10/25  DC.,Added missing lashings.  1/09/25  DC.,,,,,,,,,,,
789,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-25-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-02-24,Sn63Pb37,Lucciana,07-05-24,OK,,,,,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,,,12,,,,,,,,,,,,,
790,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-08-24,Sn63Pb37,Felipe,07-09-24,OK,,,,,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,Not Usable, D.C.  8/21/24,12,,"BB branch is kinked, 5 to 19 fail continuity. Enveloped and put in the shelf ""unusable"".",,,,,,,,,,,
791,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-08-24,Sn63Pb37,Ronnie,07-08-24,NG ,2024-07-09,,2024-07-09,OK,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,,,12,,"PCRT failed, branch A clear, Open in branch B. suspect bent wire, removed epoxy to test if paddle defect (not the case) bent wire probably due to tweezers, snag, tangle… just be careful",,,,,,,,,,,
792,,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,07-09-24,Sn63Pb37,Felipe,07-09-24,NG,,,,,,,,,,,,,,,,,Not Usable, D.C.  8/21/24,-6392,,"stripping uneven, wire broke onl had to re strip ~1mm tested well after repair, BB branch is kinked, all channels fail continuity, and broken wire. Placed in training box",,,,,,,,,,,
793,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,2024-07-09,Sn63Pb37,Ronnie,2024-07-09,NG ,2024-07-09,,2024-07-09,OK,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,,,12,,,,,,,,,,,,,
794,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,2024-07-09,Sn63Pb37,Ronnie,2024-07-09,OK ,,,,,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,2024-08-13,,12,,"stripping uneven, swapped wires 1 and 2 tested well after repair, there was excess epoxy on paddle covering 1 pin. Fixed. Works well now",,,,,,,,,,,
795,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,07-02-24,Sn63Pb37,Ronnie,07-02-24,OK ,,,,,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,,,12,,,,,,,,,,,,,
796,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,07-02-24,Sn63Pb37,Ronnie,07-02-24,OK ,,,,,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,,,12,,Stripping was uneven,,,,,,,,,,,
797,01-08-25,06-25-24,2.3 R1_G1,36,L218494,0.280,06-26-24,Lucciana,06-27-24,Derek/Caleb,W50336ASE390,W50336ASC408,07-02-24,Sn63Pb37,Ronnie,07-02-24,OK ,,,,,,07-11-24,UR6060,Felipe/Ronnie,07-11-24,OK,,07-11-24,07-11-24,OK,,07-12-24,,,12,,Stripping was uneven,,,,,,,,,,,
798,01-08-25,06-28-24,2.3 R1_G1,36,L218494,0.280,06-28-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-12-24,Sn63Pb37,Felipe,07/02.24,NG,2024-07-19,,2024-07-19,OK,,07-24-24,UR6060,Felipe,07-24-24,OK,,07-25-24,07-29-24,OK,OK,07-29-24,,,15,,Stripping was uneven,,,,,,,,,,,
799,01-08-25,06-28-24,2.3 R1_G1,36,L218494,0.280,06-28-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-12-24,Sn63Pb37,Ronnie,07-19-24,OK,,,,,,07-24-24,UR6060,Felipe,07-24-24,OK,,07-25-24,07-29-24,OK,OK,07-29-24,,,15,,,,,,,,,,,,,
800,01-08-25,06-28-24,2.3 R1_G1,36,L218494,0.280,06-28-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-12-24,Sn63Pb37,Ronnie,07-02-24,OK,,,,,,07-24-24,UR6060,Felipe,07-24-24,OK,,07-25-24,07-29-24,OK,OK,07-29-24,,,15,,,,,,,,,,,,,
801,01-08-25,06-28-24,2.3 R1_G1,36,L218494,0.280,06-28-24,Lucciana,06-28-24,Bill/Caleb,W50336ASE390,W50336ASC408,07-12-24,Sn63Pb37,Ronnie,07-19-24,OK,,,,,,07-24-24,UR6060,Felipe,07-24-24,OK,,07-25-24,07-29-24,OK,OK,07-29-24,,,15,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,,,,,,,,,,,,
802,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-18-24,Sn63Pb37,Felipe,07-18-24,OK,,,,,,07-24-24,UR6060,Felipe,07-24-24,OK,,07-25-24,07-29-24,OK,OK,07-29-24,,,15,,,,,,,,,,,,,
803,,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-19-24,Sn63Pb37,Felipe,07-19-24,NG,,,,,,,,,,,,,,,,,Not Usable, D.C.  8/21/24,-6392,,"Re wire snapped off at paddle BB.  e-link not usable.  8/21/24 (DC). Enveloped and put in the shelf ""unusable"".",,,,,,,,,,,
804,,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-18-24,Sn63Pb37,Felipe,07-18-24,NG,,,,,,,,,,,,,,,,,Not Usable,  D.C.  8/21/24,-6392,,"Some channels corresponding to A-15 board seem to be connected to B-15, failed contiunity and unusable. It is located in the training box.",,,,,,,,,,,
805,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-24-24,Sn63Pb37,Felipe,07-25-24,OK,,,,,,08-02-24,UR6060,Lucciana,08-02-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,"In the attempt of fixing a channel that came off while preparing for epoxy (possibly bc of a donut), everything seems to be soldered but channels in pin 15-B fail. 16-9 connection shortened. PUSH WIRES DOWN THE BOARD",,,,,,,,,,,
806,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-29-24,Sn63Pb37,Ronnie,07-29-24,OK,,,,,,08-02-24,UR6060,Lucciana,08-02-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
807,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,2024-07-30,Sn63Pb37,Ronnie,2024-07-30,OK,,,,,,08-02-24,UR6060,Lucciana,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
808,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,2024-07-30,Sn63Pb37,Ronnie,2024-07-30,OK,,,,,,08-02-24,UR6060,Felipe,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,"False Negative, labels were switched. Note: if all channels fail and branches are the same length attempt other paddle ",,,,,,,,,,,
809,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,2024-07-30,Sn63Pb37,Ronnie,2024-07-30,NG,2024-07-30,,2024-07-30,OK,,08-02-24,UR6060,Lucciana,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
810,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,2024-07-30,Sn63Pb37,Ronnie,2024-07-30,OK,,,,,,08-02-24,UR6060,Lucciana,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,swapped wires and fixed issue,,,,,,,,,,,
811,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-31-24,Sn63Pb37,Ronnie,07-31-24,OK,,,,,,08-02-24,UR6060,Felipe,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
812,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-09-24,Sn63Pb37,Felipe,08-09-24,OK,,,,,,08-13-24,UR6060,Lucciana,08-13-24,OK,,08-14-24,08-14-24,OK,OK ,08-15-24,,,17,,,,,,,,,,,,,
813,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE407,W50336ASC408,08-01-24,Sn63Pb37,Ronnie,08-01-24,OK,,,,,,08-02-24,UR6060,Felipe,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
814,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-01-24,Sn63Pb37,Ronnie,08-01-24,OK,,,,,,08-02-24,UR6060,Lucciana,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
815,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-31-24,Sn63Pb37,Ronnie,07-31-24,OK,,,,,,08-02-24,UR6060,Felipe,08-05-24,OK,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
816,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-31-24,Sn63Pb37,Lucciana,07-31-24,OK,,,,,,08-02-24,UR6060,Felipe,08-05-24,OK ,,08-06-24,08-06-24,OK,OK,08-06-24,,,16,,,,,,,,,,,,,
817,,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-01-24,Sn63Pb37,Lucciana,08-01-24,OK,,,,,,08-02-24,UR6060,Felipe,08-05-24,OK ,,08-06-24,08-06-24,OK,OK,08-06-24,Not Usable,  D.C.  8/21/24,16,,"PRCT failed, aft removing epoxy brake in trace between pad and pin discovered on channel of concern cmd_p. probably because tweezers pinched to hard and was no delicate enough.",,,,,,,,,,,
818,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
819,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK ,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
820,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK ,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
821,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK ,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
822,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK ,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
823,,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,2024-08-20,2024-08-21,16,2024-08-21,Epoxy added to paddles BA and BB.  Ronnie said now passes continuity and short tests (see blue note on envelope) Repair completed 8/20/24 (DC),,,,,,,,,,,
824,01-08-25,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,08-02-24,Sn63Pb37,Ronnie,08-02-24,OK,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK ,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,"Passed PRCT, probably shorted durning tests upstais, epoxy does not cover all solder beads. Needs reepoxied. Otherwise in good shape, there is no issue.",,,,,,,,,,,
825,,07-03-24,2.3 R1_G1,36,L218494,0.280,07-05-24,Lucciana,07-05-24,Bill/Ronnie,W50336ASE390,W50336ASC408,07-23-24,Sn63Pb37,Felipe,07-23-24,OK,,,,,,07-24-24,UR6060,Felipe,07-24-24,OK,,07-25-24,07-29-24,OK,OK,07-29-24,,,15,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,"False Negative, labels were switched. Note: if all channels fail and branches are the same length attempt other paddle ",,,,,,,,,,,
826,01-24-25,01-25-25,1.3 R1_G3,36,L218494,0.390,07-29-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
827,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-29-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
828,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-29-24,Felipe,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
829,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-29-24,Felipe,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
830,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-29-24,Felipe,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
831,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
832,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
833,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
834,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
835,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
836,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-06-24,Sn63Pb37,Lucciana,08-06-24,OK ,,,,,,08-06-24,UR6060,Lucciana,08-07-24,OK,,08-07-24,08-08-24,OK ,OK ,08-08-24,,,16,,,,,,,,,,,,,
837,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,2024-08-07,Sn63Pb37,Lucciana,2024-08-07,OK,,,,,,08-13-24,UR6060,Doug-Lucciana,08-14-24,OK,,08-14-24,08-14-24,OK ,OK ,08-15-24,,,17,,,,,,,,,,,,,
838,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,2024-08-07,Sn63Pb37,Lucciana,2024-08-07,OK ,,,,,,08-13-24,UR6060,Doug-Lucciana,08-14-24,OK,,08-14-24,08-14-24,OK ,OK ,08-15-24,,,17,,,,,,,,,,,,,
839,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,2024-08-07,Sn63Pb37,Lucciana,2024-08-07,NG ,2024-08-07,,2024-08-07,OK ,,08-13-24,UR6060,Doug-Lucciana,08-14-24,OK,,08-14-24,08-14-24,OK ,OK ,08-15-24,,,17,,,,,,,,,,,,,
840,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-10-24,Sn63Pb37,Lucciana,08-10-24,OK ,,,,,,08-13-24,UR6060,Doug-Lucciana,08-14-24,OK,,08-14-24,08-14-24,OK ,OK ,08-15-24,,,17,,Wires 8-7 and 12-5 were swiched. Fixed,,,,,,,,,,,
841,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-10-24,Sn63Pb37,Lucciana,08-10-24,OK ,,,,,,08-13-24,UR6060,Doug-Lucciana,08-14-24,OK,,08-14-24,08-14-24,OK ,OK ,08-15-24,,,17,,,,,,,,,,,,,
842,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-09-24,Sn63Pb37,Felipe,08-09-24,OK,,,,,,08-13-24,UR6060,Doug-Lucciana,08-14-24,OK,,08-14-24,08-14-24,OK ,OK ,08-15-24,,,17,,,,,,,,,,,,,
843,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-13-24,Sn63Pb37,Doug,08-13-24,OK,,,,,,08-20-24,UR6060,Doug,08-22-24,OK ,,08-22-24,08-23-24,OK ,OK ,08-23-24,,,18,,,,,,,,,,,,,
844,01-24-25,07-29-24,1.3 R1_G3,36,L218494,0.390,07-31-24,Lucciana,08-03-24,Doug/Bill,W50336ASE390,W50336ASC408,08-19-24,Sn63Pb37,Doug,08-19-24,OK ,,,,,,08-23-24,UR6060,Lucciana,08-23-24,OK,,08-24-24,08-24-24,OK,OK ,D.C.  8/26/24,,,#VALUE!,,,,,,,,,,,,,
